SOLICITUD;ESTADO_SOLICITUD;F_SOLCIITUD;F_CARGUE_SOLICITUD;Tipo_Op;ORIGEN;DESTINO;OBSERVACIONES;VIAJE;PLACA;FECHA CITA;CLIENTE;CANAL DE DISTRIBUCIÓN;NEGOCIO;CUMPLE;SEGUIMIENTO;CAUSA;ASIGNADA ;ABECEDARIO;CONS;MES;DIA;CITA REPRO.;TIPOLOGIA;PROPIETARIO;ConductorNombre;ConductorCel;
S2-354576;Confirmada;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;CALI;AC CD TC ALFONSO LOPEZ CITA LUNES 01 DE ABRIL 5 AM MULA EN PLANCHA;VS-804531;SNR533;01/04/2019 5:00;AC CD TC ALFONSO LOPEZ;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354751;Confirmada;29/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;GIRARDOTA;YUMBO;AC CD BODEGA CALI CITA LUNES 01 DE ABRIL 5 AM // DESPUES ENTREGAR EN YUMBO MULA EN PLANCHA;;;01/04/2019 5:00;AC CD BODEGA CALI;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355179;Confirmada;29/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;"""SODIMAC COL. S.A. (SUR)//BOSA CENTRO - 01 ABRIL CITA SODIMAC 5AM LUEGO EL OTRO CLIENTE";VS-805731;THK106;01/04/2019 5:00;SD SUR BOGOTA ;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355183;;29/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;SODIMAC COL. S.A. (NORTE)//COVAL SOPO - 01 ABRIL CITA SODIMAC 5AM LUEGO EL OTRO CLIENTE;;;01/04/2019 5:00;SD NORTE BOGOTA ;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355330;;29/03/2019;30/03/2019;NACIONAL;MADRID;MEDELLIN;CITA MATERIALES SU COSNTRUCCION EL DIA 01 DE ABRIL  A LAS 5:00 AM LUNES       CARGAR ESTIBADO LLAMARA A GUSTAVO 3127852316;;;01/04/2019 5:00;MATERIALES SU CONSTRUCCION S.A;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355788;Confirmada;30/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;AC CD BODEGA CALI CITA LUNES 01 DE ABRIL 5 AM // DESPUES ENTREGAR EN YUMBO MULA EN PLANCHA;VS-805792;SLF344;01/04/2019 5:00;AC CD BODEGA CALI;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355819;Confirmada;30/03/2019;30/03/2019;NACIONAL;SOPO;YUMBO;AC CD TC ALFONSO LOPEZ CITA LUNES 01 DE ABRIL 05 AM // DESPUES ENTREGAR EN YUMBO;;;01/04/2019 5:00;AC CD TC ALFONSO LOPEZ;ALMACENES CORONA;REVESTIMIENTO;NO;;VARADO;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-353962;Confirmada;28/03/2019;29/03/2019;NACIONAL;SOPO;IBAGUE;COMERCIAL INVERSORA CITA LUNES 1 DE ABRIL 6 AM //FERRETERIA GODOY;VS-804212;TFV909;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-353969;Confirmada;28/03/2019;29/03/2019;NACIONAL;SOPO;FLORENCIA;MONTES DE MARLES MYRIAM AMPARO CITA LUNES 1 DE ABRIL 6 AM;VS-803890;SZZ720;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;NO;;NO SE CARGO VEHÍCULO CON CLIENTES PROGRAMADOS;DISTRIBUCIÓN;;;;;;;;;;
S2-353970;Confirmada;28/03/2019;30/03/2019;NACIONAL;SOPO;MONTERIA;7 CLIENTES MONTERIA CITA 1 DE ABRIL A LAS 6:00 AM SODIMAC/MAXICASSA 1 DE ABRIL 10:00 AM;VS-804066;SXV859;01/04/2019 6:00;SD MONTERIA;AUTOSERVICO ;REVESTIMIENTO;NO;;DEMORA DESCARGUE DE UN CLIENTE ANTERIOR;SERVICIO AL CLIENTE;;;;;;;;;;
S2-354020;Confirmada;28/03/2019;29/03/2019;NACIONAL;SABANETA;SAN FRANCISCO DE QUIBDO;SURTIZORA CITA LUNES 1 DE ABRIL 6 AM COMBINADO CON GIRARDOTA;VS-803821;TTS423;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-352227;Confirmada;26/03/2019;29/03/2019;NACIONAL;SOPO;CALI;AC CD HC CALI SUR CITA LUNES 01 DE ABRIL 6 AM;VS-801841;SUA549;01/04/2019 6:00;AC CD HC CALI SUR;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-352331;;26/03/2019;29/03/2019;URBANO;MADRID;FUNZA;01 ABR  CITA 6 AM   EN EN (8000007847) COLOMBIANA DE COMERCIO S.A.  CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE------EN DUQUE PULIDO / AV 10 14 75 / FUNZA;;;01/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354044;Confirmada;28/03/2019 9:58;29/03/2019 7:00;NACIONAL;MADRID;MEDELLIN;CITA COLOMABIANA DE COMERCIO EL DIA 1 DE ABRIL A LAS 6:00 AM DEBE CARGARSE ESTIBADO Y FRONATLAMNETE;;TUK333;01/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;NO;CITA REPROGRAMADA;ERROR EN LA ASIGNACIÓN DE LA CITA DE ENTREGA;ADMIN DE ENTREGAS;;;;;02/04/2019 8:00;;;;;
S2-354096;Confirmada;28/03/2019;28/03/2019;NACIONAL;SOACHA;NEIVA;SODIMAC NEIVA CITA LUNES 1 ABRIL 6:00 A.M//BASTO FALLA JOSE DAIRO SOLO RECIBE DE LUNES A VIERNES;VS-804354;GYK993;01/04/2019 6:00;SD NEIVA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354364;;28/03/2019;29/03/2019;NACIONAL;SOACHA;CUCUTA;SODIMAC COL. S.A. (BMANGA) CITA LUNES 01 ABRIL 6:00 A.M//AC CD CCI CUCUTA//SODIMAC COL. S.A. (CUCUTA) CITA MARTES 02 ABRIL 6:00 A.M//LA TIENDA DEL CONSTRUCTOR S.;;;01/04/2019 6:00;SD BUCARAMANGA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354410;Confirmada;28/03/2019;29/03/2019;NACIONAL;SABANETA;YUMBO;COLOMBIANA DE COMERCIO S.A.(CALI) CITA LUNES 1 DE ABRIL 6 AM;VS-804382;MQE176;01/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-354421;Confirmada;28/03/2019;29/03/2019;NACIONAL;RIONEGRO;YUMBO;CD YUMBO CITA LUNES 1 DE ABRIL 6 AM;VS-804353;TFW534;01/04/2019 6:00;CD YUMBO;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-354422;Confirmada;28/03/2019;29/03/2019;NACIONAL;SABANETA;SOACHA;CD SOACHA CITA LUNES 1 DE ABRIL 6 AM;VS-804344;TUK334;01/04/2019 6:00;CD SOACHA;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-354424;Confirmada;28/03/2019;29/03/2019;NACIONAL;MADRID;CALI;SODIMAC COL. S.A. (CALI NORTE) CITA LUNES 01 DE ABRIL 6 AM // SODIMAC COL. S.A. (CALI SUR) CITA MARTES 02 DE ABRIL 6 AM;;;01/04/2019 6:00;SD CALI NORTE;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354455;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;CARTAGENA;CITA CRITICA  01   ABRIL    06 AM  SODIMAC COL. S.A. (CARTAGENA)-CITA 10 AM  AC CD HC GALICIA-EDIFICIO GEMINIS;;;01/04/2019 6:00;SD CARTAGENA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354456;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;CARTAGENA;CITA CRITICA  01   ABRIL    06 AM  SODIMAC COL S.A. (CARTAGENA SAN FDO)-MAXCERAMICA CARTAGENA--EDIFICIO MONTE SION-EDIFICIO SAGITARIO-MAXCERAMICA EL EDEN-NEWPORT  APARTAMENTOS  TORRE-SOCIEDAD PORTUARIA SAN ANDRE ENTREGAR EN -BARRIO SANTA CLARA, DIAGONAL 3;;;01/04/2019 6:00;SD CARTAGENA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354457;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;BARRANQUILLA;CITA CRITICA  01   ABRIL    06 AM SODIMAC COL. S.A. (BQUILLA CENTRO) CITA 10 AM AC CD TC CALLE 30 -UNIFEL S.A. (BARRANQUILLA);;;01/04/2019 6:00;SD BARRANQUILLA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354460;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;ARMENIA;CITA CRITICA  01   ABRIL    06 AM  SODIMAC COL S.A. (ARMENIA)-AC CD TC ARMENIA-ARIAS FERNANDEZ VICTORIA EUGENIA-BOTERO VILLA GUILLERMO LEON-URBE CONSTRUCCIONES SAS;;;01/04/2019 6:00;SD ARMENIA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354461;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;SANTA MARTA;CITA CRITICA  01   ABRIL    06 AM  SODIMAC COL. S.A. (SANTA MARTA)-AC CD HC SANTA MARTA- PLAYA DORMIDA HOTEL-TEJAS Y PISOS DEL MAGDALENA LTDA-ZUNIGA VIVES S.A.;;;01/04/2019 6:00;SD SANTA MARTA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354462;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;RIOHACHA;CITA CRITICA  01   ABRIL    06 AM SODIMAC COL. S.A. (VALLEDUPAR)-AC CD HC VALLEDUPAR-MAXCERAMICA GALLOS VALLEDUPA-VENTA DE CEMENTOS CARIBE DB.-FERREYALE S.A.S (RIOHACHA)-MAXCERAMICA RIOHACHA PARAISO-MAXICASSA S.A.S. (MAX RIOACH;;;01/04/2019 6:00;SD VALLEDUPAR;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354463;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;BARRANQUILLA;CITA CRITICA  01   ABRIL    06 AM AC HC 20 DE JULIO-BODEGAS CORDIALIDAD FERRETER-EXPOCONSTRUCCION 43 Y CIA-CEDI VIA 40;;;01/04/2019 6:00;AC HC 20 DE JULIO;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354465;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;PEREIRA;CITA CRITICA  01   ABRIL    06 AM  AC CD HC PEREIRA- ALMACEN PARIS PEREIRA-MAXCERAMICA PEREIRA;;;01/04/2019 6:00;AC CD HC PEREIRA;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354466;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;CALI;CITA CRITICA  01   ABRIL    06 AM  AC CD BODEGA CALI- CASTELLANA-CENTRO IDEAS LOPEZ;;;01/04/2019 6:00;AC CD BODEGA CALI;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354494;;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;YUMBO;CITA CRITICA  01   ABRIL    06 AM  SODIMAC COL. S.A. (PALMIRA)-COVAL COMERCIAL S.A. (CALI)-CC CD CALI - VTC;;;01/04/2019 6:00;SD PALMIRA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354564;Confirmada;28/03/2019;29/03/2019;NACIONAL;MADRID;OCAÑA;01 DE ABRIL SD CUCUTA CITA 6 AM--AC CD CCI CUCUTA CITA 10 AM--LOS OTROS CLIENTES ANTES D ELAS 12 M MA PENALOSA Y CIA LTDA-CENTROMATERIALES GARCIA Y DIAZ GOMEZ HNO-NAVARRO TRILLOS JAIRO ANTONIO;VS-804499;SWP142;01/04/2019 6:00;SD CUCUTA;AUTOSERVICO ;BAÑOS y COCINAS;NO;;NO CUMPLE CONDICIONES DE CARGUE / DESCARGUE SOLICITADAS EN LA OBSERVACION;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-354569;Confirmada;28/03/2019;29/03/2019;NACIONAL;MADRID;BUCARAMANGA;01 DE ABRIL SD BUCARAMANGA CITA 6 AM--CHP MATERIALES CITA 11 AM LOS OTROS CLIENTES ANTES DE LAS 12 M-RODAR LTDA CONSTRUCCIONES-ESTACION DE POLICIA LA GRANJA- PARA CONSTRUCCION(GIRON)-GUZMANIA;VS-804503;VZI225;01/04/2019 6:00;SD BUCARAMANGA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354602;Confirmada;28/03/2019;29/03/2019;URBANO;MADRID;FUNZA;"01 abr  CITA 6 AM   EN EN (8000007847) COLOMBIANA DE COMERCIO S.A.  CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE---- nota  esta mulita se puede entreag  mañana  29 de marzo si disponemos de recurso.
";VS-804604;SJQ399;01/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354604;Confirmada;28/03/2019;29/03/2019;URBANO;MADRID;BOGOTA;01 ABRIL CITA EN AC17 AC CD TC SANTA LUCIA DE 5 AM A 6 AM EN PLANCHON---EN AC BODEGA EL DORADO---EN DISTRIBUIDORA DE CERAMICAS N--EN PROMOTORA APOTEMA. AVATAR---EN CENTRAL DE PREMONTAJE JUAN C----- NOTA VH FURGONADO LLEVA  MUEBLES DE COCINAS  MUEBLE INFER;VS-804706;QGQ060;01/04/2019 6:00;AC CD TC SANTA LUCIA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354746;;29/03/2019;30/03/2019;URBANO;GIRARDOTA;MEDELLIN;CITA AC GUAYABAL 6:00 AM /AC SABANETA 9:00/AC ANTIOQUIA 11.00 AM/ROCA 12:00 PM TODAS EL 1 DE ABRIL VA CON UN REEVIO DE 1.6 TONELDAS;;;01/04/2019 6:00;AC CD TC GUAYABAL;ALMACENES CORONA;REVESTIMIENTO;NO ;SIN ASIGNAR VH;INCUMPLE TIEMPO DE CONTRATACIÓN (24 HRS DESPUÉS DE GENERADA LA SOLICITUD);OPERACIONES DE TRANSPORTE;;;;;;;;;;
S2-354748;;29/03/2019;30/03/2019;URBANO;GIRARDOTA;MEDELLIN;CITA PARA CONSTRUIR EL DIA          01 DE ABRIL A LAS 6:00 AM LUNES  CARGUE ESTIBADO/PLANCHA/FRONTAL/;;;01/04/2019 6:00;PARACONSTRUIR;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354788;;29/03/2019;29/03/2019;URBANO;YUMBO;CALI;SODIMAC CALI SUR CITA LUNES 1 ABRIL 6:00 A.M// COVAL COMERCIAL YUMBO;;;01/04/2019 6:00;SD CALI SUR;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354789;Confirmada;29/03/2019;29/03/2019;URBANO;YUMBO;PALMIRA;SODIMAC COL. S.A. (PALMIRA) CITA LUNES 1 ABRIL 6:00 A.M/SAN PASCUAL;VS-804871;XGD287;01/04/2019 6:00;SD PALMIRA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354797;Confirmada;29/03/2019;30/03/2019;NACIONAL;MADRID;SINCELEJO;4 CLIENTES MONTERIA/SINCELEJO CITA MAXICASA 8:00 AM 1 DE ABRIL MONTERIA;VS-805338;TLM586;01/04/2019 6:00;MAXCERAMICA;DETALLISTA;REVESTIMIENTO;NO;;NO CUMPLE CONDICIONES DE CARGUE / DESCARGUE SOLICITADAS EN LA OBSERVACION;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-354809;Confirmada;29/03/2019;29/03/2019;URBANO;SOPO;FUNZA;COLOMBIANA DE COMERCIO S.A.(BOG) - 01 ABRIL CITA 6 AM CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO).VERIFICAR CALIDAD DEL EMPAQUE;VS-804892;SRD336;01/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354813;Confirmada;29/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;BODEGA SANTA FE - 01 ABRIL CITA 6AM BODEGA ESTIBADO EN PLANCHON ENTREGA A GRANEL OJO LLEVAR EPP Y ARL AL DIA, ES NUEVO REQUISITO EN EL CLIENTE;;ASG631;01/04/2019 6:00;ALMACEN SANITARIO S.A.S;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354840;Confirmada;29/03/2019;30/03/2019;URBANO;GIRARDOTA;COPACABANA;"CITA SD MOLINOS EL DIA 6:00 AM 1 DE ABRIL LUNES/CITA SD SAN JUAN 8;00 AM LUNES 1 DE ABRIL /COPACABANA";VS-805348;LLG738;01/04/2019 6:00;SD MOLINOS;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354855;Confirmada;29/03/2019;29/03/2019;URBANO;MADRID;FUNZA;01 ABR  CITA CRITICA 6 AM  EN (8000007847) COLOMBIANA DE COMERCIO S.A.  CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE;VS-804867;SXV473;01/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354859;Confirmada;29/03/2019;29/03/2019;URBANO;MADRID;BOGOTA;01 ABR  CITA CRITICA 6 AM EN (8000001974)BODEGA DE FONTIBON 104 ESTIBADO EN PLANCHON CARGUE LATERAL LLEVAR AUXILIARES;VS-804830;SUJ047;01/04/2019 6:00;SD MOLINOS;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354861;;29/03/2019;30/03/2019;URBANO;SOPO;SOACHA;CORONADO CAMARGO HENRY - 01 ABRIL CITA 6AM, OJO DEBE FACTURAR SABADO ANTES DEL MEDIO DIA PARA QUE EL CLIENTE PUEDA HACER UN PROCESO INTERNO DE FACTURACION;;;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354862;;29/03/2019;30/03/2019;URBANO;SOPO;SOACHA;CORONADO CAMARGO HENRY - 01 ABRIL CITA 6AM, OJO DEBE FACTURAR SABADO ANTES DEL MEDIO DIA PARA QUE EL CLIENTE PUEDA HACER UN PROCESO INTERNO DE FACTURACION, CUMPLE FSV 5%;;;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354864;Confirmada;29/03/2019;29/03/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;01 ABR  CITA CRITICA 6 AM EN (8000001974)BODEGA DE FONTIBON 104 ESTIBADO EN PLANCHON CARGUE LATERAL LLEVAR AUXILIARES---EN EDIFICIO SOMBRAS DEL CEREZO;VS-804909;SUA239;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354866;Confirmada;29/03/2019;30/03/2019;URBANO;MADRID;FUNZA;ORDEN DE TRASLADO DE SAN FRANCISCO A FUNZA CITA CARGUE SABADO 30 A LAS 08.00AM Y CITA ENTREGA LUNES 01/04/2019 A LAS 06:00AM;VS-805084;ARC386;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354873;Confirmada;29/03/2019;29/03/2019;NACIONAL;SOPO;RESTREPO;MACA CONSTRUCCIONE CITA LUJES 1 DE ABRIL 6 AM// ROJAS HERMANOS// EUROPLAZA;VS-804842;SZY588;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354882;Confirmada;29/03/2019;29/03/2019;CROSSDOCKING TRAMO 1;SOPO;YUMBO;SODIMAC COL. S.A. (CALI NORTE) CITA LUNES 01 DE ABRIL 6 AM // CITA EN YUMBO MARTES 02 DE ABRIL 6 AM;VS-804884;TSD075;01/04/2019 6:00;SD CALI NORTE;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354885;Confirmada;29/03/2019;30/03/2019;URBANO;SOPO;SOACHA;AC BODEGA EL DORADO//PRODIVERSO GRUPO DICON INGENIERIA SAS - 01 ABRIL CITA CORONA 6AM LUEGO EL OTRO CLIENTE;VS-805002;SPM166;01/04/2019 6:00;AC HC DORADO ;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354903;Confirmada;29/03/2019;30/03/2019;URBANO;SOPO;MOSQUERA;AC CD TC MOSQUERA - 01 ABRIL CITA CORONA 6AM;VS-805168;UZN180;01/04/2019 6:00;AC CD TC MOSQUERA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354904;Confirmada;29/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;AC CD TC SANTA LUCIA - 01 ABRIL CITA CORONA 6AM EN PLANCHON;VS-805778;WGQ433;01/04/2019 6:00;AC CD TC SANTA LUCIA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354905;Confirmada;29/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;"""BODEGA DE FONTIBON 104//BALDOCER LTDA. (BOG) -* 01 ABRIL CITA 6AM BODEGA FONTIBON VA ESTIBADO EN PLANCHON CARGUE LATERAL";VS-804883;SCG463;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354908;Confirmada;29/03/2019;30/03/2019;URBANO;BARRANQUILLA;BARRANQUILLA;SODIMAC COL S.A. (BARRANQUILLA CLL 30) CITA LUNES 1 DE ABRIL 6 AM // FERRETERIA DON KIKE  S.A.S.;VS-805025;VXC237;01/04/2019 6:00;SD BARRANQUILLA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354910;Confirmada;29/03/2019;29/03/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;01 ABR  CITA CRITICA EN  6  AM  AC CD TC AUTONORTE 138  -----EN AC CD HC AUTOPISTA NORTE…EN  DISTRIBUIDORA METROCERAMICAS--EN LISTODO S.A.;VS-804873;WFQ089;01/04/2019 6:00;AC CD TC AUTONORTE 138;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354911;Confirmada;29/03/2019;30/03/2019;URBANO;BARRANQUILLA;BARRANQUILLA;SODIMAC COL. S.A. (BQUILLA CENTRO) CITA LUNES 1 DE ABRIL 6 AM// TOTAL 5 CLIENTES;VS-805294;WGV207;01/04/2019 6:00;SD BARRANQUILLA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354923;Confirmada;29/03/2019;30/03/2019;NACIONAL;BARRANQUILLA;VALLEDUPAR;SODIMAC COL. S.A. (VALLEDUPAR) CITA LUNES 1 DE ABRIL 6 AM // UNIFEL S.A. (VALLEDUPAR);VS-805574;UYY806;01/04/2019 6:00;SD VALLEDUPAR;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354924;Confirmada;29/03/2019;30/03/2019;NACIONAL;BARRANQUILLA;CARTAGENA;SODIMAC COL S.A. (CARTAGENA SAN FDO) CITA LUNES 1 DE ABRIL 6 AM;VS-804891;SYM441;01/04/2019 6:00;SD CARTAGENA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354925;Confirmada;29/03/2019;30/03/2019;NACIONAL;BARRANQUILLA;CARTAGENA;SODIMAC COL. S.A. (CARTAGENA) CITA LUNES 1 DE ABRIL 6 AM;VS-805570;SBL046;01/04/2019 6:00;SD CARTAGENA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354928;;29/03/2019;30/03/2019;NACIONAL;BARRANQUILLA;SANTA MARTA;SODIMAC COL. S.A. (SANTA MARTA) CITA LUNES 1 DE ABRIL 6 AM //INVERSIONES FERIA DEL PISO S.A.S;;;01/04/2019 6:00;SD SANTA MARTA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354947;Confirmada;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;ARMENIA;SODIMAC COL S.A. (ARMENIA) CITA LUNES 1 DE ABRIL 6 AM//ARMETALES SA (ARMENIA);VS-805790;SKX136;01/04/2019 6:00;SD ARMENIA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354949;Confirmada;29/03/2019;29/03/2019;NACIONAL;MADRID;IBAGUE;IBAGUE 4,5 CITA SODIMAC IBAGUE SE ENTREGA EL LUNES 01 DE ABRIL 6 AM Y 7 CLIENTES MAS;VS-804922;SXC282;01/04/2019 6:00;SD IBAGUE;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354950;Confirmada;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;PEREIRA;PEREIRA-DOSQUEBARDAS SODIMAC COL. S.A. (PEREIRA) CITA LUNES 1 DE ABRIL 6 AM//ALMACEN SANITARIO EJE CAFETERO(DOS);VS-805092;SKN379;01/04/2019 6:00;SD PEREIRA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-354969;;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;MONTERIA;SODIMAC COL. S.A. (MONTERIA) CITA LUNES 1 DE ABRIL 6 AM;;;01/04/2019 6:00;SD MONTERIA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-355029;Confirmada;29/03/2019;30/03/2019;NACIONAL;SABANETA;MARIQUITA;ARMETALES MARIQUITA CITA LUNES 1 DE ABRIL 6 AM;VS-805007;TGA322;01/04/2019 6:00;ARMETALES S.A. ;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-355031;Confirmada;29/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;DISTRIBUIDORA DE CERAMICAS COLOMBIA SAS//SODIMAC COL. S.A. (DORADO) - 01 ABRIL CITA CORONA 6AM LUEGO EL OTRO CLIENTE;VS-805008;VKJ601;01/04/2019 6:00;SD DORADO;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355033;;29/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;PRDIVERSO CERAMICAS MAJAGUAL - 01 ABRIL CITA  6AM;;;01/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
