SOLICITUD;ESTADO_SOLICITUD;F_SOLCIITUD;F_CARGUE_SOLICITUD;Tipo_Op;ORIGEN;DESTINO;OBSERVACIONES;VIAJE;PLACA;FECHA CITA;CLIENTE;CANAL DE DISTRIBUCIÓN;NEGOCIO;CUMPLE;SEGUIMIENTO;CAUSA;ASIGNADA ;ABECEDARIO;CONS;MES;DIA;CITA REPRO.;TIPOLOGIA;PROPIETARIO;ConductorNombre;ConductorCel;
S2-359786;Confirmada;05/04/2019;06/04/2019;NACIONAL;BARRANQUILLA;MONTERIA;SODIMAC COL. S.A. (MONTERIA) CITA LUNES 8 DE ABRIL 6 AM 7 ESTIBAS;VS-810166;SMH416;08/04/2019 6:00;SD MONTERIA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-359790;Confirmada;05/04/2019;06/04/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;COVAL COMERCIAL S.A. (CALI) CITA LUNES 08 DE ABRIL 6 AM // DESPUES ENTREGAR EN YUMBO MULA CARROZADA;VS-810129;SWO028;08/04/2019 6:00;COVAL COMERCIAL S.A. (COTA);MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359794;Confirmada;05/04/2019;05/04/2019;URBANO;MADRID;BOGOTA;08 ABRIL  CITA CRITICA 6 AM  EN (8000004061)ALMACEN SANITARIO BODEGA SANTA FE ESTIBADO E PLANCHON ENTREGA GRANEL LLEVAR AUXILIARES  COA ARL Y EPP NOTA PARA ESTE CLIENE  EN EL SOBRE DE FACTURAS POR LA PARTE EXTERIOR SE DEBERAN MARCAR LA MALLA CON LA CITA D;VS-810668;ZIJ630;08/04/2019 6:00;ALMACEN SANITARIO S.A.S;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359797;Confirmada;05/04/2019;05/04/2019;URBANO;MADRID;BOGOTA;08 ABRIL  CITA CRITICA 6 AM  EN (8000004061)ALMACEN SANITARIO BODEGA SANTA FE ESTIBADO E PLANCHON ENTREGA GRANEL LLEVAR AUXILIARES  COA ARL Y EPP NOTA PARA ESTE CLIENE  EN EL SOBRE DE FACTURAS POR LA PARTE EXTERIOR SE DEBERAN MARCAR LA MALLA CON LA CITA D;VS-810380;UFQ074;08/04/2019 6:00;ALMACEN SANITARIO S.A.S;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359801;Confirmada;05/04/2019;05/04/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;08 ABRIL CITA CRITICA  21   NOV  6  AM  AC CD TC AUTONORTE 138  -------CARGAR T2 A LAS 16:00;VS-810430;TFT535;08/04/2019 6:00;AC CD TC AUTONORTE 138;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359803;Confirmada;05/04/2019;06/04/2019;NACIONAL;BARRANQUILLA;VALLEDUPAR;SODIMAC COL. S.A. (VALLEDUPAR) CITA LUNES 8 DE ABRIL 6 AM// AC HC VALLEDUPAR CITA LUNES 8 DE ABRIL 10 AM//MAHGALLANES;;;08/04/2019 6:00;SD VALLEDUPAR;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-359817;Confirmada;05/04/2019;06/04/2019;URBANO;BARRANQUILLA;BARRANQUILLA;VEHICULO EN PLANCHA AC HC 20 DE JULIO CITA LUNES 8 DE ABRIL 6 AM;VS-810820;VXC237;08/04/2019 6:00;AC HC 20 DE JULIO;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-359821;Confirmada;05/04/2019;05/04/2019;NACIONAL;MADRID;CALI;SAN PASCUAL CITA LUNES 08 DE ABRIL 6 AM // CONSTRUMARKET DEL PACIFICO S;VS-810375;SUA549;08/04/2019 6:00;SAN PASCUAL;MAYORISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359840;Confirmada;05/04/2019;05/04/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;08 ABR N CITA CRITICA EN EN AC29  AC CD HC VENECIA  CITA DE 6 AM A 8 AM----EN DENILSE MARIA ACOSTA LEON---CARGAR T2 A LAS 16:00;VS-810178;xaa397;08/04/2019 6:00;AC CD HC VENECIA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359841;Confirmada;05/04/2019;05/04/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;08 ABRIL  CITA CRITICA EN AC17 AC CD TC SANTA LUCIA DE 5 AM A 6 AM EN PLANCHON--EN   EN AC06 AC CD TC KENNEDY DE 6 AM A 10 AM----EN (8000007977) FERREDISTARCO CITA DE 9 AM A 11 AM ESTIBADO EN PLANCHON CARGUE LATERAL PERSONAL CON ARL AL DIA IMPRESO COMPROB;VS-810381;SKA618;08/04/2019 6:00;AC CD TC SANTA LUCIA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359846;Confirmada;05/04/2019;05/04/2019;NACIONAL;SOPO;BUCARAMANGA;CITA TEXCOMERCIAL EL DIA 8 DE ABRIL A LAS 6:00 AM DESPACHO ESTIBADO PLANCHON Y FRONTAL 14 TONELDAS /EL RESTO PARA SINERGIA;VS-810347;XVU529;08/04/2019 6:00;TEXCOMERCIAL S.A.S. (ITAGUI);MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-359987;Confirmada;05/04/2019;05/04/2019;NACIONAL;MADRID;CUCUTA;CUCUTA 9 CITA AC CUCUTA SE ENTREGA EL LUNES 08 DE ABRIL 6 AM Y 4 CLIENTES MAS;VS-810318;TAM282;08/04/2019 6:00;AC CD TC CUCUTA;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-359988;Confirmada;05/04/2019;05/04/2019;NACIONAL;SOACHA;PITALITO;SODIMAC COL. S.A. (NEIVA) CITA LUNES 08 ABRIL 6:00 A.M//BASTO FALLA JOSE DAIRO//BARRERA MOLINA MILDRED;VS-810484;sym781;08/04/2019 6:00;SD NEIVA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360024;Confirmada;05/04/2019;06/04/2019;NACIONAL;MADRID;BUCARAMANGA;BUCARAMANGA 4,5 CITA AC PUERTA DEL SOL SE ENTREGA EL LUNES 08 DE ABRIL 6 AM Y 3 CLIENTES MAS;VS-810805;DVB881;08/04/2019 6:00;AC CD CCI PUERTA DEL SOL;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360043;Confirmada;05/04/2019;05/04/2019;URBANO;SOPO;BOGOTA;SD NORTE-SD DORADO-08 DE ABRIL SD NORTE CITA 6 AM--SD DORADO ANTES DE LAS 11 AM;VS-810606;SKB183;08/04/2019 6:00;SD NORTE BOGOTA ;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360044;Confirmada;05/04/2019;05/04/2019;URBANO;SOPO;BOGOTA;SD CALLE 80-08 DE ABRIL CITA 6 AM;VS-810649;IAI631;08/04/2019 6:00;SD CALLE 80;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360045;Confirmada;05/04/2019;05/04/2019;URBANO;SOPO;BOGOTA;SD CALLE 80-PRODIVERSO COFRADIA-08 DE ABRIL SD CALLE 80 CITA 6 AM--EL OTRO CLIENTE ANTES DE LAS 12 M;VS-810566;SRA202;08/04/2019 6:00;SD CALLE 80;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360048;Confirmada;05/04/2019;05/04/2019;URBANO;SOPO;MOSQUERA;SD CAJICA-COVAL COTA-AC CD TC MOSQUERA-08 DE ABRL SD CAJICA CITA 6 AM--LOS OTROS LCIENTES ANTES DE LAS 12 M;VS-810577;AMD000;08/04/2019 6:00;SD CAJICA;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360133;Confirmada;05/04/2019;06/04/2019;NACIONAL;SABANETA;PEREIRA;SD MANIZALES CITA LUNES 8 DE ABRIL 6 AM//ARMETALES PEREIRA;VS-810787;YHK330;08/04/2019 6:00;SD MANIZALES;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360170;;05/04/2019;06/04/2019;URBANO;YUMBO;CALI;MULTIORIGEN CON RV //AC BODEGA CALI CITA LUNES 08 ABRIL 6:00 A.M//;;;08/04/2019 6:00;AC CD BODEGA CALI;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360174;;05/04/2019;06/04/2019;URBANO;YUMBO;CALI;MULTIORIGEN CON RV AC CD HC CALI SUR CITA LUNES 08 ABRIL 6:00 A.M;;;08/04/2019 6:00;AC CD HC CALI SUR;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360201;Confirmada;05/04/2019;06/04/2019;NACIONAL;RIONEGRO;TURBO;AC CD TC APARTADO CITA LUNES 8 DE ABRIL 6 AM//MEJIA HERRERA LISVERMORI;VS-810581;TGA322;08/04/2019 6:00;AC CD TC APARTADO;ALMACENES CORONA;SUMICOL;NO;;VARADO;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-360239;Confirmada;05/04/2019;06/04/2019;URBANO;GIRARDOTA;LA ESTRELLA;CITA CRITICA  08   ABRIL  6  AM CONALTURA /ARIZA - SIERRA MORENA-ALQUILERES Y SOLUCIONES-BOSQUE GRANDE / SLNES CIVILES-ENTREHOJAS;VS-811177;TAD578;08/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360243;Confirmada;05/04/2019;06/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  08   ABRIL  6  AM SODIMAC COL. S.A. (INDUSTRIAL)-POTENCIA A&G S.A.S (TITAN1 ITAGUI);VS-810822;SMH235;08/04/2019 6:00;SD INDUSTRIALES;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360246;Confirmada;05/04/2019;06/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  08   ABRIL  6  AM SODIMAC COL. S.A. (SAN JUAN)-CONSTRU UNIVERSAL S.A.S.;VS-810821;VLH082;08/04/2019 6:00;SD SAN JUAN;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360248;Confirmada;05/04/2019;06/04/2019;URBANO;GIRARDOTA;RETIRO;CITA CRITICA  08   ABRIL  6  AM SODIMAC COL. S.A. (RIONEGRO)-PARCELACION RESERVA DEL RETIRO LOTE 28;VS-810808;SNR912;08/04/2019 6:00;SD RIONEGRO;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360251;Confirmada;05/04/2019;06/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN SODIMAC COL. S.A. (ENVIGADO) CITA LUNES 08 ABRIL 6AM // POTENCIA A&G S.A.S. (TITAN 4) 749989 8,5 2;VS-811084;TPV127;08/04/2019 6:00;SD ENVIGADO;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360257;Confirmada;05/04/2019;06/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLN- SABANETA SODIMAC COL. S.A. (MOLINOS) CITA LUNES 08 ABRIL 6AM// GAUDI 749957 8,9 2;VS-811103;CGZ806;08/04/2019 6:00;SD MOLINOS;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360291;;05/04/2019;06/04/2019;NACIONAL;MADRID;SOPO;08 ABRIL  CITA CRITICA 6 AM EN 8000008689 TEXCOMERCIAL S.A.S. (FUNZA)  7 AM-LA MERCANCÍA DEBE CARGAR ESTIBADA, FRONTAL Y EN PLANCHON, SE LE DEBE LIQUITAR EL DESCARGUE EN EL FLETE------EN  AC CARPA SOPO  06 AM A 10 AM  SE REQUIERE TODO ESTIBADO ES NECESARI;;;08/04/2019 6:00;TEXCOMERCIAL S.A.S. (ITAGUI);MAYORISTA ;REVESTIMIENTO;NO ;SIN ASIGNAR VH ;INCUMPLE TIEMPO DE CONTRATACIÓN (24 HRS DESPUÉS DE GENERADA LA SOLICITUD);OPERACIONES DE TRANSPORTE;;;;;;;;;;
S2-360293;Confirmada;05/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 3,5 CITA SODIMAC  CALLE 80 SE ENTREGA EL LUNES 08 DE ABRIL 6 AM Y AMERICAN STANDARD 11 AM;VS-810619;SPM753;08/04/2019 6:00;SD CALLE 80;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360316;;05/04/2019;06/04/2019;NACIONAL;MADRID;BOGOTA;08  ABR CITA CRITICA EN AC50  AC CD TC MOSQUERA DE 6 AM A 8 AM---(481 KILOS)-- EN AC17 AC CD TC SANTA LUCIA DE 5 AM A 6 AM EN PLANCHON----EN EN (8000001974)BODEGA DE FONTIBON 104 ESTIBADO EN PLANCHON CARGUE LATERAL LLEVAR AUXILIA-;;;08/04/2019 6:00;AC CD TC MOSQUERA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360374;Confirmada;05/04/2019;06/04/2019;NACIONAL;SOPO;DUITAMA;RODRIGUEZ BECERRA MYRIAM CITA LUNES 8 DE ABRIL 6 AM//NOGO BOYACA DUITAMA//C.P.D INGENIERIA//EDIFICIO TRIBEKA;VS-810706;VMT820;08/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360400;Confirmada;05/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 4,5 CITA SODIMAC  DORADO SE ENTREGA EL LUNES 08 DE ABRIL 6 AM Y 3 CLIENTES MAS;VS-810724;TAZ092;08/04/2019 6:00;SD DORADO;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360401;Confirmada;05/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 2 CITA SODIMAC  NORTE SE ENTREGA EL LUNES 08 DE ABRIL 6 AM  Y 2 CLIENTES MAS;VS-810722;WCT198;08/04/2019 6:00;SD NORTE BOGOTA ;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360403;Confirmada;05/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 3,5 CITA SODIMAC  CEDRITOS SE ENTREGA EL LUNES 08 DE ABRIL 6 AM Y 2 CLIENTES MAS;VS-811185;TAZ095;08/04/2019 6:00;SD CEDRITOS;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360404;Confirmada;05/04/2019;06/04/2019;URBANO;MADRID;SOACHA;SOACHA 1 CITA SODIMAC  SOACHA SE ENTREGA EL LUNES 08 DE ABRIL 6 AM Y AC SOACHA 10 AM Y 2 CLIENTES MAS;VS-810783;SLI901;08/04/2019 6:00;SD SOACHA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360405;Confirmada;05/04/2019;06/04/2019;NACIONAL;MADRID;YOPAL;VILLAVICENCIO-YOPAL 4,5 CITA SODIMAC VILLAVICENCIO SE ENTREGA EL LUNES 08 DE ABRIL 6 AM Y SODIMAC YOPAL MARTES 09 DE ABRIL 6 AM Y 3 CLIENTES MAS;VS-810770;SXC282;08/04/2019 6:00;SD VILLAVICENCIO ;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360430;;05/04/2019;06/04/2019;URBANO;YUMBO;CALI;AC CD HC CHIPICHAPE CITA LUNES 08 ABRIL 6:00 A.M//COVAL COMERCIAL//PELAEZ BEDOYA JAIRO;;;08/04/2019 6:00;AC CD HC CHIPICHAPE;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360446;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;SODIMAC CALLE 80 CITA LUNES 08 ABRIL 6:00 A.M;VS-811004;VSA921;08/04/2019 6:00;SD CALLE 80;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360447;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;SODIMAC NORTE CITA LUNES 08 ABRIL 6:00 A.M;VS-810836;SWM977;08/04/2019 6:00;SD NORTE BOGOTA ;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360448;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;HC VENECIA CITA LUNES 08 ABRIL 6:00 A.M// AC BODEGA EL DORADO CITA LUNES 08 ABRIL 10:00 A.M;VS-811152;TKB363;08/04/2019 6:00;AC CD HC VENECIA;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360449;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;SODIMAC SUR CITA LUNES 08 ABRIL 6:00 A.M;VS-811100;SNA235;08/04/2019 6:00;SD SUR BOGOTA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360450;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;COTA;"""SODIMACX CEDRITOS CITA LUNES 08 ABRIL 6:00 A.M//MARTINEZ GALINDO CARMEN ALCI//ARENA HORAR";VS-811124;SQJ121;08/04/2019 6:00;SD CEDRITOS;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360534;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;"TC KENNEDY CITA LUNES 08 ABRIL 6:00 A.M//DIRECTOS BARI//LA FONTANA
";VS-811109;PVJ145;08/04/2019 6:00;AC CD TC KENNEDY;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360535;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;MOSQUERA;SODIMAC MSOQUERA CITA LUNES 08 ABRIL 6:00 A.M;VS-810925;XHJ705;08/04/2019 6:00;SD MOSQUERA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360536;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;TC FONTIBON CITA LUNES 08 ABRIL 6:00 A.M;VS-810958;SWM676;08/04/2019 6:00;AC CD TC FONTIBON ;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360537;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;AC CD HC AUTOPISTA NORTE CITA LUNES 08 ABRIL 6:00 A.M// FERREDISTARCO;VS-811112;GLC109;08/04/2019 6:00;AC CD HC AUTOPISTA NORTE;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360538;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;TC QUIRIGUA CITA LUNES 08 ABRIL 6:00 A.M;VS-811009;SYM360;08/04/2019 6:00;AC CD TC QUIRIGUA;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360539;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;AC BODEGA EL DORADO CITA LUNES 08 ABRIL 6:00 A.M// SODIMAC SOACHA CITA LUNES 08 ABRIL 11:00 A.M;VS-811097;AQD180;08/04/2019 6:00;AC HC DORADO ;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360544;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;TC RICAURTE CITA LUNES 08 ABRIL 6:00 A.M//CADAVID VELASQUEZ NORBERTO;VS-811126;SWB243;08/04/2019 6:00;AC CD TC RICAURTE;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-360545;Confirmada;05/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;SODIMAC CALLE 80 CITA LUNES 08 ABRIL 6:00 A.M// BODEGA SANITARIO;VS-811005;SNA333;08/04/2019 6:00;SD CALLE 80;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360546;Confirmada;05/04/2019;06/04/2019;NACIONAL;SOACHA;IBAGUE;SODIMAC IBAGUE CITA LUNES 08 ABRIL 6:00 A.M//CONSTRUCTORA BOLIVAR SA PEDIDO URGENTE, ENTREGA INMEDIATA. HORARIO RECEPCION MERCANCIA: LUNES A VIERNES 7-11 AM Y 1-4 PM, SABADOS 7-11 AM.;VS-811127;TAL574;08/04/2019 6:00;SD IBAGUE;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360742;;06/04/2019;06/04/2019;NACIONAL;BARRANQUILLA;SANTA MARTA;SAN LORENZO CITA LUNES 6 DE ABRIL 6 AM URGENTE Y RECOMENDADA;;;08/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;SUMICOL;SI;;;;;;;;;;;;;
S2-360748;;06/04/2019;06/04/2019;NACIONAL;GIRARDOTA;CARTAGENA;CITA CRITICA  08   ABRIL  6  AM SODIMAC COL S.A. (CARTAGENA SAN FDO)-URB.MARIN VALENCIA S.A-INVERSIONES GARCIA ALVARADO LTDA-LAGUNA CLUB GUAYACANES 6;;;08/04/2019 6:00;SD CARTAGENA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360749;;06/04/2019;06/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  08   ABRIL  6  AM SODIMAC COL. S.A. (BELLO)-ARQUITECTURA Y CONCRETO S A S-DEPOSITO MULTIMATERIALES LTDA-POTENCIA A&G S.A.S (TITAN1 ITAGUI)-CONSTRU UNIVERSAL S.A.S.;;;08/04/2019 6:00;SD BELLO;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360750;;06/04/2019;06/04/2019;URBANO;GIRARDOTA;ENVIGADO;CITA CRITICA  08   ABRIL  6  AM SODIMAC COL. S.A. (ENVIGADO);;;08/04/2019 6:00;SD ENVIGADO;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360751;;06/04/2019;06/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  08   ABRIL  6  AM SODIMAC COL. S.A. (MOLINOS)-TAX INDIVIDUAL-POTENCIA A&G S.A.S. (TITAN 3)-MAYORISTA DE MATERIALES S.A.S.-BURO MILLA DE ORO / CONCONCRETO;;;08/04/2019 6:00;SD MOLINOS;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360779;Confirmada;06/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;08 ABR  CITA CRITICA 6 AM  EN (8000007847) COLOMBIANA DE COMERCIO S.A.  CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE--- EN  (8000008526)SODIMAC COL. S.A. (DORADO) DE 6 AM A 8 AM--- NOTA;VS-811176;SNB030;08/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360781;;06/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;08 ABRIL  CITA CRITICA 6 AM EN (8000008556) SODIMAC COL. S.A. (SUR) DE 5 AM-----LLEVA ZON DE SUEÑOS EN SODIMAC COL. S.A. (CALIMA)---EN SODIMAC COL. S.A. (SUR)---;;;08/04/2019 6:00;SD SUR BOGOTA;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360791;;06/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;08 ABR  CRITICA 6 AM  EN (8000008684)TECHOS SAS (BOG) DE 05 00  AM ESTIBADO ENTREGA A GRANEL---EN  EN AC 54 AC BODEGA EL DORADO DE 7 AM A 8 AM---EN JAIRO AYALA;;;08/04/2019 6:00;TECHOS S.A.S;MAYORISTA ;REVESTIMIENTO;NO;;NO CUMPLE CONDICIONES DE CARGUE / DESCARGUE SOLICITADAS EN LA OBSERVACION;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-360832;;06/04/2019;06/04/2019;NACIONAL;BARRANQUILLA;SANTA MARTA;CONSTRUTORA JIMENEZ S A CITA LUNES 8 DE ABRIL 6 AM LLEVAR ARL;;;08/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;SUMICOL;SI;;;;;;;;;;;;;
S2-360850;;06/04/2019;06/04/2019;URBANO;BARRANQUILLA;BARRANQUILLA;CEDI VIA 40 CITA LUNES 8 DE ABRIL 6 AM;;;08/04/2019 6:00;CD VIA 40;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-360852;;06/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 3,5 CITA AC FONTIBON SE ENTREGA EL LUNES 08 DE ABRIL 6 AM  Y  AC DORADO 8 AM Y AC RICAURTE 10 AM  Y UN CLIENTE MAS;;;08/04/2019 6:00;AC CD TC FONTIBON ;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360856;;06/04/2019;06/04/2019;URBANO;SOPO;BOGOTA;SD TINTAL-TODACO S.A.S-08 DE ABRIL SD TINTAL CITA 6 AM--TODACO ANTES DE LAS 12 M;;;08/04/2019 6:00;SD TINTAL;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360857;;06/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 2 CITA AC NORTE 128 SE ENTREGA EL LUNES 08 DE ABRIL 6 AM  Y  AC NORTE 138 8 AM Y AC SUBA 10 AM Y 2 CLIENTES MAS;;;08/04/2019 6:00;AC CD TC AUTONORTE 138;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360858;;06/04/2019;06/04/2019;URBANO;SOPO;BOGOTA;SD CALLE 80-SD CEDRITOS-MAXCERAMICA SOACHA-BODEGA SANITARIO Y SABINCO-08 DE ABRIL SODIMAC CALLE 80 CITA 6 AM--LOS OTROS CLIENTES ANTES DE LAS 12 M--SABINCO ES UN SERVICIO A VENTAS NO REQUIERE CUMPLIR MALLA--LOS DOS SODIMAC SON ZONA DE SUEÑOS;;;08/04/2019 6:00;SD CALLE 80;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-360863;;06/04/2019;06/04/2019;URBANO;SOACHA;BOGOTA;SODIMAC TINTAL  CITA LUNES 08 ABRIL 6:00 A.M//DECORADOS //;;;08/04/2019 6:00;SD TINTAL;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-360865;Confirmada;06/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 3,5 CITA AC SANTA LUCIA SE ENTREGA EL LUNES 08 DE ABRIL 6 AM  Y  AC VENECIA 8 AM Y AC KENNEDY 10 AM Y UN CLIENTE MAS;VS-811315;USC991;08/04/2019 6:00;AC CD TC SANTA LUCIA;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360870;Confirmada;06/04/2019;06/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 2 CITA AC QUIRIGUA SE ENTREGA EL LUNES 08 DE ABRIL 6 AM  Y  1 CLIENTE MAS;VS-811257;USA223;08/04/2019 6:00;AC CD TC QUIRIGUA;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-360875;Confirmada;06/04/2019;06/04/2019;URBANO;RIONEGRO;ENVIGADO;ENVIGADO- MEDELLIN SODIMAC COL. S.A. (ENVIGADO) CITA LUNES 08 ABRIL 6AM // SODIMAC COL. S.A. (SAN JUAN) CITA LUNES 08 ABRIL 6-11 AM 750512 2858 6 TAZ315;VS-811313;TAZ085;08/04/2019 6:00;SD ENVIGADO;AUTOSERVICO ;CORLANC;SI;;;;;;;;;;;;;
