SOLICITUD;ESTADO_SOLICITUD;F_SOLCIITUD;F_CARGUE_SOLICITUD;Tipo_Op;ORIGEN;DESTINO;OBSERVACIONES;VIAJE;PLACA;FECHA CITA;CLIENTE;CANAL DE DISTRIBUCIÓN;NEGOCIO;CUMPLE;SEGUIMIENTO;CAUSA;ASIGNADA ;ABECEDARIO;CONS;MES;DIA;CITA REPRO.;TIPOLOGIA;PROPIETARIO;ConductorNombre;ConductorCel;
S2-357240;Confirmada;2/04/2019;2/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 3,5 CITA AC NORTE 128 SE ENTREGA EL MARTES 02 DE ABRIL 6 AM  Y  AC NORTE 138 8 AM Y AC SUBA 10 AM;VS-807353;SPM753;3/04/2019 6:00;AC CD TC AUTONORTE 138;#¡REF!;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356427;Confirmada;31/03/2019;2/04/2019;URBANO;MADRID;BOGOTA;"reporgramada para el 03 abril CL  no opero el domingo--01 ABR  CITA CRITICA 6 AM EN (8000008556) SODIMAC COL. S.A. (SUR) DE 5 AM----en EN (8000001974)BODEGA DE FONTIBON 104 ESTIBADO EN PLANCHON CARGUE LATERAL LLEVAR AUXILIARES-- NOTA ESTA VIAJE DEBE QUEDAR CON FACTURACION DEL MES DE MARZO
";VS-806524;SKA618;3/04/2019 6:00;SD SUR BOGOTA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-353241;;27/03/2019;2/04/2019;URBANO;YUMBO;CALI;FERREUNIVERSAL DEL VALLE S.A CITA MIERCOLES 03 DE ABRIL 6 AM;;;3/04/2019 6:00;FERREUNIVERSAL DEL VALLE S.A.S.;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355320;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;BARRANQUILLA;AC CD TC CALLE 30: CITA 03.04.2019_6HR // UNIFEL S.A. (BARRANQUILLA): CITA 03.04.2019_8HR;VS-805388;ZNL452;3/04/2019 6:00;AC CD TC CALLE 30;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355433;Confirmada;29/03/2019;1/04/2019;NACIONAL;SABANETA;SOACHA;CD SOACHA CITA MIERCOLES 3 DEABRIL 6 AM;;;3/04/2019 6:00;CD SOACHA;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-355435;Confirmada;29/03/2019;1/04/2019;NACIONAL;SABANETA;SOLEDAD;CD SOLEDAD CITA MIEROLES 3 DE ABRIL 6 AM;VS-805457;SXV932;3/04/2019 6:00;CD SOLEDAD;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-355808;;30/03/2019;31/03/2019;NACIONAL;MADRID;MEDELLIN;CITA COLOMBIANA CITA EL DIA 3 DE ABRIL MIERCOLES 6:00 AM DEBE CARGARSE ESTIBADO Y FRONTALMENTE CARGAR 31 DE MARZO DOMINGO;;;3/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356018;Confirmada;30/03/2019;30/03/2019;NACIONAL;MADRID;CANDELARIA;COVAL COMERCIAL S.A. (CALI) CITA MARTES 02 DE ABRIL // PAOLA ANDREA GUZMAN PALOMINO  CITA MIERCOLES 03 DE ABRIL 6 AM MULA CARROZADA;VS-806085;XID506;3/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356414;;31/03/2019;2/04/2019;URBANO;SOPO;BOGOTA;AC CD TC AUTONORTE 138-AC CD TC RICAURTE-03 DE ABRIL TC 138 CITA 6 AM LLEVAR AUXILIARES EL VEHICULO QUEDA SOBRE LA CICLORUTA Y SE DEBE DESCARGAR RÁPIDO--RICAURTE ANTES DE LAS 10 AM;;;3/04/2019 6:00;AC CD TC AUTONORTE 138;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356444;;31/03/2019;2/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;SODIMAC COL. S.A. (CALI SUR) CITA MIERCOLES 03 DE ABRIL 6 AM//GILDARDO ANTONIO GIRALDO SANCHEZ;;;3/04/2019 6:00;SD CALI SUR;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356601;;1/04/2019;1/04/2019;NACIONAL;SOACHA;CUCUTA;"SODIMAC COL. S.A. (CUCUTA) CITA MIERCOLES 3 ABRIL 6;:00 A.M/ERRETERIA GONZALEZ Y CIA LT ENTREGAR EN LA SIGUIENTE DIRECCION: CALLE 15 N 9 – 40 MALAGA";;;3/04/2019 6:00;SD CUCUTA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-356625;;1/04/2019;2/04/2019;URBANO;SOPO;FUNZA;COLOMBIANA DE COMERCIO-03 DE ABRIL CITA 6 AM--CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO).VERIFICAR CALIDAD DEL EMPAQUE;;;3/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356627;;1/04/2019;2/04/2019;URBANO;SOPO;FUNZA;COLOMBIANA DE COMERCIO-03 DE ABRIL CITA 6 AM--CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO).VERIFICAR CALIDAD DEL EMPAQUE;;;3/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;NO;;TIEMPO DE ESTADÍA EN PLANTA MAYOR AL ESTABLECIDO;DISTRIBUCIÓN;;;;;;;;;;
S2-356666;;1/04/2019;2/04/2019;URBANO;SOPO;BOGOTA;BODEGA SANTA FE-03 DE ABRIL CITA 6 AM ESTIBADO EN PLANCHON ENTREGA A GRANEL;;;3/04/2019 6:00;ALMACEN SANITARIO S.A.S;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356667;;1/04/2019;2/04/2019;URBANO;SOPO;BOGOTA;BODEGA SANTA FE-03 DE ABRIL CITA 6 AM ESTIBADO EN PLANCHON ENTREGA A GRANEL;;;3/04/2019 6:00;ALMACEN SANITARIO S.A.S;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356679;;1/04/2019;2/04/2019;URBANO;BARRANQUILLA;BARRANQUILLA;SODIMAC COL S.A. (BARRANQUILLA CLL 30) CITA MIERCOLES 3 DE ABRIL 6 AM;;;3/04/2019 6:00;SD BARRANQUILLA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-356684;Confirmada;1/04/2019;2/04/2019;URBANO;BARRANQUILLA;BARRANQUILLA;VEHICULO EN PLANCHA SODIMAC COL. S.A. (BQUILLA CENTRO) CITA MIERCOLES 3 DE ABRIL 6 AM;VS-806977; XLM067;3/04/2019 6:00;SD BARRANQUILLA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-356691;;1/04/2019;2/04/2019;NACIONAL;BARRANQUILLA;SANTA MARTA;AC CD HC SANTA MARTA  CITA MIERCOLES 3 DE ABRIL 6 AM// SODIMAC COL. S.A. (SANTA MARTA) CITA MIERCOLES 3 DE ABRIL 10 AM;;;3/04/2019 6:00;AC CD HC SANTA MARTA;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-356693;;1/04/2019;1/04/2019;NACIONAL;SOACHA;BUCARAMANGA;AC CD HC LA ROSITA CITA MIERCOLES 3 ABRIL 6:00 A.M// ARDISA CITA MIERCOLES 3 ABRIL 9:00 P.M//FUNAB;;;3/04/2019 6:00;AC CD HC LA ROSITA;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-356709;;1/04/2019;2/04/2019;NACIONAL;YUMBO;ARMENIA;SODIMAC COL S.A. (ARMENIA) CITA MIERCOLES 3 ABRIL 6:00 A.M;;;3/04/2019 6:00;SD ARMENIA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-356710;;1/04/2019;2/04/2019;NACIONAL;BARRANQUILLA;AGUACHICA;SODIMAC COL. S.A. (VALLEDUPAR) CITA MIERCOLES 3 DE ABRIL 6 AM// AC HA VALLEDUPAR CITA MIERCOLES 3 DE ABRIL 10 AM//CHP MATERIALES PARA CONSTRUCCION(AGU);;;3/04/2019 6:00;SD VALLEDUPAR;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-356755;Confirmada;1/04/2019;1/04/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;SODIMAC COL. S.A. (CALI NORTE) CITA MIERCOLES 03 DE ABRIL 6 AM // DESPUES ENTREGAR EN YUMBO;VS-806858;TEK542;3/04/2019 6:00;SD CALI NORTE;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356909;;1/04/2019;2/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 2 CITA SODIMAC NORTE SE ENTREGA EL MIERCOLES 03 DE ABRIL 6 AM Y UN CLIENTE MAS;;;3/04/2019 6:00;SD NORTE BOGOTA ;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356912;Confirmada;1/04/2019;2/04/2019;URBANO;MADRID;BOGOTA;BOGOTA 3,5 CITA SODIMAC DORADO SE ENTREGA EL MIERCOLES 03 DE ABRIL 6 AM Y 2 CLIENTES MAS;;;3/04/2019 6:00;SD DORADO;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356932;;1/04/2019;2/04/2019;URBANO;GIRARDOTA;SABANETA;CITA CRITICA  03   ABRIL    6   AM  SODIMAC COL. S.A. (SAN JUAN)-PROYECTO VERT 79-A.VELEZ &CIA DEPOSITOSMIRANDA(SOGA)-MATERIALES VANESSA;;;3/04/2019 6:00;SD SAN JUAN ;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357030;Confirmada;1/04/2019;2/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;AC CD HC CALI SUR CITA MIERCOLES 03 DE ABRIL 6 AM//SAN PASCUAL;VS-807211;SAI344;3/04/2019 6:00;AC CD HC CALI SUR;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357031;Confirmada;1/04/2019;2/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;AC CD HC CHIPICHAPE CITA MIERCOLES 03 DE ABRIL 6 AM;VS-807228;TJT256;3/04/2019 6:00;AC CD HC CHIPICHAPE;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357032;Confirmada;1/04/2019;2/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;AC CD TC BELALCAZAR CITA MIERCOLES 03 DE ABRIL 6 AM//CONSTRUCTIVAMENTE S.A.S//CORTES CARLOS ALBERTO//COVAL YUMBO;VS-807247;KUL732;3/04/2019 6:00;AC CD TC BELALCAZAR;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357033;Confirmada;1/04/2019;2/04/2019;CROSSDOCKING TRAMO 2;YUMBO;CALI;AC CD TC CALI CITA MIERCOLES 03 DE ABRIL 6 AM;VS-807222;UWQ949;3/04/2019 6:00;AC CD TC CALI;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357084;;2/04/2019;2/04/2019;NACIONAL;SOPO;TUNJA;MAXCERAMICA TUNJA REAL CITA MIERCOLES 3 DE MARZO 6 AM//RODRIGUEZ JIMENEZ BETULIA//LOPEZ MEDINA HERNANDO;;;3/04/2019 6:00;MAXCERAMICA;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357173;;2/04/2019;2/04/2019;URBANO;YUMBO;CALI;SODIMAC CALI SUR CITA MIERCOLES 3 ABRIL 6:00 A.M;;;3/04/2019 6:00;SD CALI SUR;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-357174;Confirmada;2/04/2019;2/04/2019;URBANO;YUMBO;PALMIRA;SODIMAC PALMIRA CITA MIERCOLES 03 ABRIL 6:00 A.M//BODEGA CERAMICA PALMIRA;VS-807307;SNC261;3/04/2019 6:00;SD PALMIRA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-357214;;2/04/2019;2/04/2019;URBANO;GIRARDOTA;SABANETA;CITA CRITICA  03   ABRIL    6   AM AC CD TC UANTIOQUIA - AC CD TC GUAYABAL - AC CD HC SABANETA- PARQUE DEL SOL;;;3/04/2019 6:00;AC CD TC UANTIOQUIA;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357218;;2/04/2019;2/04/2019;URBANO;SOACHA;BOGOTA;SODIMAC SUR CITA MIERCOLES 03 ABRIL 6:00 A.M// SODIMAC SOACHA CITA MIERCOLES 03 ABRIL 11:00 A.M;;;3/04/2019 6:00;SD SUR BOGOTA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-357220;;2/04/2019;2/04/2019;URBANO;SOACHA;MADRID;SODIMAC COL. S.A. (MOSQUERA) CITA MIERCOLES 03 ABRIL 6:00 A.M//DISTRICERAMICAS BLAPER S.A.S//CENTRAL DE PREMONTAJE JUAN C;;;3/04/2019 6:00;SD MOSQUERA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-357221;;2/04/2019;2/04/2019;URBANO;SOACHA;BOGOTA;TC SANTA LUCIA CITA MIERCOLES 03 ABRIL 6:00 A.M//CASTELO OJO SE REQUIERE NIVEL 5 ARL;;;3/04/2019 6:00;AC CD TC SANTA LUCIA;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-357222;Confirmada;2/04/2019;2/04/2019;URBANO;SOACHA;BOGOTA;SODIMAC CALLE 80 CITA MIERCOLES 03 ABRIL 6:00 A.M;VS-807402;XHJ705;3/04/2019 6:00;SD CALLE 80;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357223;Confirmada;2/04/2019;2/04/2019;URBANO;SOACHA;COTA;SODIMAC CALLE 80 CITA MIERCOLES 03 ABRIL 6:00 A.M//COVAL COMERCIAL S.A. (COTA);VS-807356;SNA333;3/04/2019 6:00;SD CALLE 80;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357226;Confirmada;2/04/2019;2/04/2019;URBANO;SOACHA;TENJO;SODIMAC TENJO CITA MIERCOLES 03 ABRIL 6:00 A.M//METROPOLIS / AV CRR 68 NO 75 A -50 / BOGOTA D.C.//PROYECTO BRISAS DE GRANADA;VS-807346;CHG502;3/04/2019 6:00;SD TENJO;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357228;Confirmada;2/04/2019;2/04/2019;URBANO;SOACHA;BOGOTA;AC BODEGA EL DORADO CITA MIERCOLES 03 ABRIL 6:00 A.M// SODIMAC DORADO CITA MIERCOLES 03 ABRIL 10:00 A.M//DECORADOS Y ACABADOS;VS-807341;XHB081;3/04/2019 6:00;AC CD BODEGA CALI;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357236;Confirmada;2/04/2019;2/04/2019;URBANO;SOACHA;SOPO;SODIMAC COL. S.A. (SUBA) CITA MIERCOLES 03 ABRIL 6:00 A.M// SODIMAC NORTE RECIBE 03 ABRIL HASTA LAS 10:00 A.M// CARPA SOPO;VS-807388;UFE597;3/04/2019 6:00;SD SUBA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357294;Confirmada;2/04/2019;2/04/2019;NACIONAL;BARRANQUILLA;CARTAGENA;SODIMAC COL S.A. (CARTAGENA SAN FDO) CITA MIERCOLES 3 DE ABRIL 6 AM;VS-807458;SYM441;3/04/2019 6:00;SD CARTAGENA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357297;Confirmada;2/04/2019;2/04/2019;NACIONAL;BARRANQUILLA;CARTAGENA;SODIMAC COL. S.A. (CARTAGENA) CITA MIERCOLES 3 DE ABRIL 6 AM// BOSQUES SECTRO CEBALLOS;VS-807459;TLM513;3/04/2019 6:00;SD CARTAGENA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357302;Confirmada;2/04/2019;2/04/2019;NACIONAL;BARRANQUILLA;MONTERIA;SODIMAC COL. S.A. (MONTERIA) CITA MIERCOLES 3 DE ABRIL 6 AM;;;3/04/2019 6:00;SD MONTERIA;#¡REF!;SUMICOL;NO;;VARADO;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-357305;;2/04/2019;2/04/2019;URBANO;YUMBO;CALI;TC CALI CITA MIERCOLES 03 ABRIL 6:00 A.M// TC CHIPICHAPE CITA MIERCOLES 03 ABRIL 8:00 A.M//;;;3/04/2019 6:00;AC CD TC CALI;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357312;Confirmada;2/04/2019;2/04/2019;URBANO;MADRID;BOGOTA;03 ABRIL CITA CRITICA  21   NOV  6  AM  AC CD TC AUTONORTE 138  -----EN CENTRAL DE PREMONTAJE JUAN CARLOS CHIMBI;VS-807427;TAZ095;3/04/2019 6:00;AC CD TC AUTONORTE 138;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357315;Confirmada;2/04/2019;2/04/2019;URBANO;BARRANQUILLA;MALAMBO;VEHICULO EN PLANCHA AC HC 20 DE JULIO CITA MIERCOLES 3 DE ABRIL 6 AM//CONSTRUCTORA.BOLIVAR S.A//DISTRIBUCIONES DIAZ RAMOS S.A.S;VS-807485;TLZ493;3/04/2019 6:00;AC HC 20 DE JULIO;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357320;;2/04/2019;2/04/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;03 ABR  CRITICA 6 AM  EN (8000008684)TECHOS SAS (BOG) DE 05 00  AM ESTIBADO ENTREGA A GRANEL------EN CERAMIGRES SOACHA;;;3/04/2019 6:00;TECHOS S.A.S;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357364;Confirmada;2/04/2019;2/04/2019;URBANO;SOACHA;FACATATIVA;AC CD TC MOSQUERA CITA MIERCOLES 03 ABRIL 6:00 A.M//OC 79900191 / CIBELES / BOLI//FACATATIVA OJO SE REQUIERE NIVEL 5 ARL;VS-807465;FCH140;3/04/2019 6:00;AC CD TC MOSQUERA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357367;;2/04/2019;2/04/2019;URBANO;SOACHA;CAJICA;HC VENCIA CITA MIERCOLES 03 ABRIL 6:00 A.M// OJO SE REQUIERE NIVEL 5 ARL PARA DESCARGAR EN OBRAS:;;;3/04/2019 6:00;AC CD HC VENECIA;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357431;;2/04/2019;2/04/2019;URBANO;SABANETA;GIRARDOTA;BELLO- GIRARDOTA SODIMAC COL. S.A. (BELLO) CITA MIERCOLES 03 ABRIL 6AM // INDURAL S.A. CITA MIERCOLES 03 ABRIL 11AM 747315 15,6 2;;;3/04/2019 6:00;SD BELLO;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357434;;2/04/2019;2/04/2019;URBANO;SABANETA;MEDELLIN;ENVIGADO- MEDELLIN SODIMAC COL. S.A. (ENVIGADO) CITA MIERCOLES 03 ABRIL 6AM// AC CD TC UANTIOQUIA CITA CITA MIERCOLES 03 ABRIL 7-11AM 747338 8,6 2;;;3/04/2019 6:00;SD ENVIGADO;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357437;;2/04/2019;2/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN SODIMAC COL. S.A. (MOLINOS) CITA MIERCOLES 03 ABRIL 6AM // POTENCIA A&G S.A.S. (TITAN 4 747421 8,7 2;;;3/04/2019 6:00;SD MOLINOS;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357451;;2/04/2019;2/04/2019;URBANO;YUMBO;CALI;AC CD BODEGA CALI CITA MIERCOLES 03 ABRIL 6:00 A.M//HOMEMARKET//LINKK PROYECTOS SAS//LA RIBERITA;;;3/04/2019 6:00;AC CD BODEGA CALI;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357689;Confirmada;2/04/2019;2/04/2019;URBANO;RIONEGRO;MEDELLIN;MEDELLIN MATERIALES SU CONSTRUCCION  (PPAL)// SODIMAC COL. S.A. (MOLINOS)  CITA MIERCOLES 03 ABRIL 6AM  //ROCA (MED) //AC CD TC UANTIOQUIA- REGUERO CLIENTES 747669 5767 8 TAZ315;VS-807978;TAZ315;3/04/2019 6:00;MATERIALES SU CONSTRUCCION S.A;#¡REF!;CORLANC;SI;;;;;;;;;;;;;
S2-357706;Confirmada;2/04/2019;2/04/2019;URBANO;RIONEGRO;SABANETA;SODIMAC COL. S.A. (ENVIGADO) CITA MIERCOLES 03 ABRIL 6AM // REGUERO HC UNIVENTAS.;VS-807982;TAZ085;3/04/2019 6:00;SD ENVIGADO;#¡REF!;CORLANC;SI;;;;;;;;;;;;;
S2-355761;Confirmada;30/03/2019;1/04/2019;CROSSDOCKING TRAMO 1;GIRARDOTA;MADRID;CITA COLOMBIANA DE COMERCIO S.A.(BOG) CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE CITA MIERCOLES 3 DE ABRIL 7AM// CLIENTE TORREON DE VARSOVIA DEJAR EN SF COMO CADENA DE TTE CARGAR ESTIB;;;3/04/2019 7:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356055;Confirmada;30/03/2019;1/04/2019;CROSSDOCKING TRAMO 1;SOPO;GALAPA;CEDIS GALAPA: CITA CRITICA 03.04.2019_07HR //;VS-806082;SSW616;3/04/2019 7:00;CD GALAPA;#N/A;REVESTIMIENTO;NO;;TIEMPO DE ESTADÍA EN PLANTA MAYOR AL ESTABLECIDO;DISTRIBUCIÓN;;;;;;;;;;
S2-356057;Confirmada;30/03/2019;1/04/2019;CROSSDOCKING TRAMO 1;SOPO;YUMBO;CITA CRITICA XD 03 DE ABRIL7 AM CENTRO DISTRIBUCION  YUMBO  ( ARROYOHONDO) CRA  25 A NO- 12-40;VS-806691;TEK542;3/04/2019 7:00;CD YUMBO;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356563;Confirmada;1/04/2019;1/04/2019;CROSSDOCKING TRAMO 1;MADRID;YUMBO;CITA CRITICA XD 03 DE ABRIL 7 AM CENTRO DISTRIBUCION  YUMBO  ( ARROYOHONDO) CRA  25 A NO- 12-40 XD PURO MULA CARROZADA;VS-806656;TUK330;3/04/2019 7:00;CD YUMBO;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356600;Confirmada;1/04/2019;2/04/2019;NACIONAL;MADRID;YOPAL;CITA SD TUNJA MIERCOLES 3 DE ABRIL 7AM 6 CLIENTES 5 CIUDADES;VS-806682;SRM966;3/04/2019 7:00;SD TUNJA;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356630;;1/04/2019;2/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA SD INDUSTRAILES EL DIA 3 DE ABRIL MIERCOLES 7:00 AM/SD ENVIGADO 9:00 AM 3 DE BARIL MIERCOLES /OBRA;;;3/04/2019 7:00;SD INDUSTRIALES;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356933;;1/04/2019;2/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA CRITICA  03   ABRIL    7   AM  MATERIALES SU CONSTRUCCION  (PPAL);;;3/04/2019 7:00;MATERIALES SU CONSTRUCCION S.A;MAYORISTA ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356935;;1/04/2019;2/04/2019;URBANO;GIRARDOTA;MEDELLIN;CITA   03   ABRIL    7   AM ARQUITECTURA Y CONCRETO S A S- ARQUITECTURA Y CONCRETO S A S  OBRA HAC-ARQUITECTURA Y CONCRETO S A S-ALMACENES E INDUSTRIAS ROCA (MED)-CONTROL BLOQUE 11 UPB;;;3/04/2019 7:00;PRODIVERSO;CONTRUCTOR ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356937;;1/04/2019;2/04/2019;URBANO;GIRARDOTA;RIONEGRO;CITA CRITICA  03   ABRIL    7   AM  BAZAR DE LA CONSTRUCCION S.A.S-MALLA CONSTRUCCIONES S.A.S;;;3/04/2019 7:00;BAZAR DE LA CONSTRUCCION S.A.S;DETALLISTA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-356940;Confirmada;1/04/2019;2/04/2019;URBANO;MADRID;FUNZA;FUNZA 2 CITA CORBETA FUNZA SE ENTREGA EL MIERCOLES 03 DE ABRIL 7 AM;VS-807064;SMP510;3/04/2019 7:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357161;Confirmada;2/04/2019;2/04/2019;URBANO;MADRID;SOACHA;COLOMBIANA DE COMERCIO: CITA CRITICA MIÉRCOLES 03 DE ABRIL A LAS 7:00 A.M. + 2 CLIENTES PRODIVERSOS;VS-807296;SLI901;3/04/2019 7:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-357264;;2/04/2019;2/04/2019;URBANO;SOPO;COTA;AC CARPA SOPO-COVAL COMERCIAL S.A. (COTA)-TARRAGONA CLUB-03 DE ABRIL CARPA CITA 7 AM--LO OTREOS CLIENTES ANTES DE LAS 12 M;;;3/04/2019 7:00;CARPA SOPO;#¡REF!;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-357274;;2/04/2019;2/04/2019;URBANO;YUMBO;CALI;FERREUNIVERSAL DEL VALLE S.A CITA MIERCOLES 03 ABRIL 7:00 A.M;;;3/04/2019 7:00;FERREUNIVERSAL DEL VALLE S.A.S.;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357435;;2/04/2019;2/04/2019;URBANO;SABANETA;RIONEGRO;RIONEGRO BAZAR DE LA CONSTRUCCION S.A CITA MIERCOLES 03 ABRIL 11AM // SODIMAC COL. S.A. (RIONEGRO) CITA MIERCOLES 03 ABRIL 7AM // MALLA CONSTRUCCIONES S.A.S 747367 9,4 3;;;3/04/2019 7:00;SD RIONEGRO;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-357429;;2/04/2019;2/04/2019;URBANO;SABANETA;MEDELLIN;"""TIENDA M&P CITA MIÉRCOLES 3 DE ABRIL BODEGA3  7:30AM// LLEVA PNTO DE ENVIO SABANETA";;;3/04/2019 7:30;TIENDA M&P;#¡REF!;SUMICOL;SI;;;;;;;;;;;;;
S2-355320;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;BARRANQUILLA;AC CD TC CALLE 30: CITA 03.04.2019_6HR // UNIFEL S.A. (BARRANQUILLA): CITA 03.04.2019_8HR;VS-805388;ZNL452;3/04/2019 8:00;UNIFEL S.A;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355459;Confirmada;29/03/2019;2/04/2019;URBANO;MADRID;BOGOTA;03 ABR  CITA CRITICA EN (AC24) AC CD TC QUIRIGUA  DE 6 AM A 08 AM---EN MAXCERAMICA SUBA;VS-805493;USA530;3/04/2019 8:00;AC CD TC QUIRIGUA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
