SOLICITUD;ESTADO_SOLICITUD;F_SOLCIITUD;F_CARGUE_SOLICITUD;Tipo_Op;ORIGEN;DESTINO;OBSERVACIONES;VIAJE;PLACA;FECHA CITA;CLIENTE;CANAL DE DISTRIBUCIÓN;NEGOCIO;CUMPLE;SEGUIMIENTO;CAUSA;ASIGNADA ;ABECEDARIO;CONS;MES;DIA;CITA REPRO.;TIPOLOGIA;PROPIETARIO;ConductorNombre;ConductorCel;
S2-355797;;30/03/2019;1/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN PARACONSTRUIR S.A.S. CITA LUNES 01 ABRIL 10 AM 745756 31,7 1;;;1/04/2019 10:00;PARACONSTRUIR;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-355822;;30/03/2019;30/03/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;01 ABR  CITA  CRITICA EN AC06 AC CD TC KENNEDY DE 6 AM A 10 AM-----EN RUBY MENDIETA;;;1/04/2019 10:00;AC CD TC KENNEDY;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354746;;29/03/2019;30/03/2019;URBANO;GIRARDOTA;MEDELLIN;CITA AC GUAYABAL 6:00 AM /AC SABANETA 9:00/AC ANTIOQUIA 11.00 AM/ROCA 12:00 PM TODAS EL 1 DE ABRIL VA CON UN REEVIO DE 1.6 TONELDAS;;;1/04/2019 11:00;AC CD TC UANTIOQUIA;ALMACENES CORONA;REVESTIMIENTO;NO;SIN ASIGNAR VH;INCUMPLE TIEMPO DE CONTRATACIÓN (24 HRS DESPUÉS DE GENERADA LA SOLICITUD);OPERACIONES DE TRANSPORTE;;;;;;;;;;
S2-354833;Confirmada;29/03/2019;29/03/2019;NACIONAL;MADRID;SOLEDAD;CARGUE DE HOY PARA HOY: COLOMBIANA DE COMERCIO S.A.(BQLL): CITA 01.04.2019_11HR /;VS-804995;VMU366;1/04/2019 11:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354851;Confirmada;29/03/2019;29/03/2019;CROSSDOCKING TRAMO 1;MADRID;GALAPA;CARGUE DE HOY PARA HOY: CEDIS GALAPA: CITA CRITICA 01.04.2019_11HR // DT 744703: ES UN LT33 DEBE CARGAR CON ESTA SOLICITUD. // SE REQUIERE VH CON CARROCERIA;VS-804903;SZW978;1/04/2019 11:00;CD GALAPA;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355533;Confirmada;29/03/2019;30/03/2019;URBANO;SOACHA;BOGOTA;SODIMAC SUR CITA LUNES 1 ABRIL 6:00 A.M//SODIMAC SOACHA CITA LUNES 1 ABRIL 11:00 A.M;VS-805640;SNA333;1/04/2019 11:00;SD SOACHA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-356046;Confirmada;30/03/2019;30/03/2019;URBANO;RIONEGRO;BELLO;RIONEGRO-BELLO SODIMAC COL. S.A. (RIONEGRO) CITA LUNES 01 ABRIL 6AM //  SODIMAC COL. S.A. (RIONEGRO) CITA LUNES 01 ABRIL 7-11 AM 744735 3226 2;VS-806154;TFT555;1/04/2019 11:00;SD RIONEGRO;AUTOSERVICO ;CORLANC;SI;;;;;;;;;;;;;
S2-354933;Confirmada;29/03/2019;31/03/2019;CROSSDOCKING TRAMO 1;GIRARDOTA;MADRID;CITA CRITICA 01 DE ABRIL DE 6 AM A 12 M TRASLADO A SF OJO VA CON CADENA DE TRANSPORTE;VS-805776;TGK778;1/04/2019 12:00;CEDI;#N/A;REVESTIMIENTO;NO;;NO CUMPLE CONDICIONES DE CARGUE / DESCARGUE SOLICITADAS EN LA OBSERVACION;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-355922;Confirmada;30/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;TODACO-LISTODO-01 DE ABRIL CITA DE 6 AM A 12 M;VS-806072;SNA235;1/04/2019 12:00;LISTODO S.A.;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355926;Confirmada;30/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;MAXCERAMICA SOACHA-01 DE ABRIL CITA DE 6 AM A 12 M;VS-806056;EWJ062;1/04/2019 12:00;MAXCERAMICA;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355927;Confirmada;30/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;MAXCERAMICA SUBA-TODACO S.A.S.  (SOGA)-01 DE ABRIL CITA DE 6 AM A 12 M;VS-806080;AMD000;1/04/2019 12:00;MAXCERAMICA;DETALLISTA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355986;Confirmada;30/03/2019;1/04/2019;URBANO;SABANETA;BELLO;MEDELLIN-BELLO FERRO-MATERIALES DEL NORTE S.A.S//ALMACENES E INDUSTRIAS ROCA CITA LUNES 01 MARZO 12M 745773 9,2 2;VS-806275;SNO135;1/04/2019 12:00;ALMACENES E INDUSTRIAS ROCA;CONSTRUCTOR;SUMICOL;SI;;;;;;;;;;;;;
S2-356059;Confirmada;30/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;METROCERAMICAS-01 DE ABRIL CITA DE 6 A AM A 12 M;VS-806102;XWJ453;1/04/2019 12:00;DISTRIBUIDORA METROCERAMICAS S.A.S;DETALLISTA;REVESTIMIENTO;NO;CITA REPROGRAMADA;CALAMIDAD DOMESTICA;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-356411;Confirmada;31/03/2019;31/03/2019;URBANO;SOPO;COTA;COVAL SOPO-COVAL COTA-01 DE ABRIL CITA DE 6 AM A 12 M;VS-806503;SUA232;1/04/2019 12:00;COVAL COMERCIAL S.A. (COTA);MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354368;Confirmada;28/03/2019;29/03/2019;NACIONAL;SOACHA;YOPAL;SODIMAC VILLAVICENCIO CITA SABADO 30 MARZO 6:00 A.M // SODIMAC YOPAL CITA LUNES 1 ABRIL 1:00 P.M;VS-804378;CQU955;1/04/2019 13:00;SD YOPAL;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-352926;;27/03/2019;29/03/2019;NACIONAL;SOPO;PEREIRA;01 ABR CITA  13 :00 EN TORRE EPIC / AVENIDA PINARES CR. 17 NO. 10-23 ESQUINA / PEREIRA  PERSONAL CON ARL AL DIA Y EPP--NOTA  RECIBEN DE LUNES A VIERNES DE 8.00 A.M. A 4:00 P.M. RECIBE ADRIANA RODRIGUEZ  CEL. 3173665999.  DESPACHAR CADA;;;1/04/2019 13:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355054;;29/03/2019;30/03/2019;NACIONAL;CALDAS;SOLEDAD;DISTRIBUIDORA KIRAMAR S.A.S (BAQ) CITA LUNES 1DE ABRIL 1PM//COLOMBIANA DE COMERCIO S.A.(BQLL) CITA MARTES 2 DE ABRIL 10AM;;;1/04/2019 13:00;DISTRIBUIDORA KIRAMAR S.A.S;#N/A;LOCERIA;SI;;NO CUMPLE CONDICIONES DE CARGUE / DESCARGUE SOLICITADAS EN LA OBSERVACION;GESTIÓN PROVEEDORES;;;;;;;;;;
S2-355449;;29/03/2019;31/03/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN MUNDO ALIANZA S.A. CITA LUNES 01 ABRIL 1 PM // POTENCIA A&G S.A.S. (TITAN 2 744705 15,4 2;;;1/04/2019 13:00;MUNDO ALIANZA S.A.;CONSTRUCTOR;SUMICOL;SI;;;;;;;;;;;;;
S2-353239;;27/03/2019;1/04/2019;URBANO;YUMBO;CALI;FERREUNIVERSAL DEL VALLE S.A CITA LUNES 01 DE ABRIL 2 PM;;;1/04/2019 14:00;FERREUNIVERSAL DEL VALLE S.A.S.;DETALLISTA;REVESTIMIENTO;NO;;ERROR EN  DATOS DE LA SOLICITUD;ADMIN DE ENTREGAS;;;;;;;;;;
S2-355521;Confirmada;29/03/2019;30/03/2019;URBANO;SOACHA;FUNZA;COLOMBIANA DE COMERCIO FUNZA CITA LUNES 1 ABRIL 2:00 P.M;VS-805806;Wco092;1/04/2019 14:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-355050;;29/03/2019;1/04/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN COLOMBIANA DE COMERCIO S.A. (MED) CITA LUNES 01 ABRIL 3 PM 744655 33,1 1;;;1/04/2019 15:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;SUMICOL;SI;;;;;;;;;;;;;
S2-355057;Confirmada;29/03/2019;30/03/2019;URBANO;SABANETA;MEDELLIN;MEDELLIN INDUSTRIAS ROCA (MED) CITA LUNES 01 ABRIL 3 PM 744636 9,3 1;VS-805711;CGZ806;1/04/2019 15:00;ALMACENES E INDUSTRIAS ROCA;CONSTRUCTOR;SUMICOL;SI;;;;;;;;;;;;;
S2-355540;Confirmada;29/03/2019;30/03/2019;URBANO;SOACHA;FUNZA;F129 FERRETERIA 129 SAS//TORRES GUTIERREZ ALCIDES//DISTRIBUIDORA DE CERAMICAS C//FERRETORNILLOS DEL NORTE SAS COLOMBIANA DE COMERCIO CITA LUNES 1 ABRIL 4:00 P.M;VS-805786;SDH372;1/04/2019 16:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;SUMICOL;si;;;;;;;;;;;;;
S2-356412;Confirmada;31/03/2019;1/04/2019;URBANO;SOPO;BOGOTA;AC CD TC SUBA-01 DE ABRIL CITA 6 PM;VS-806499;ZIU130;1/04/2019 18:00;AC CD TC SUBA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355826;;30/03/2019;30/03/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;01 ABR  CITA  CRITICA EN  AC49 AC CD TC SUBA RECIBE  DE 6 PM A 8  PM  NOTA LLEVAR AUXILIARES DE DESCARGUE CON ARL AL DIA Y EPP--EN BODEGA MOVILIZAR-----EN EDIFICIO CENTRAL------- XD FACTURA 92350512;;;1/04/2019 20:00;AC CD TC SUBA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355837;Confirmada;30/03/2019;30/03/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;"01 ABR  CITA  CRITICA EN  AC49 AC CD TC SUBA RECIBE  DE 6 PM A 8  PM  NOTA LLEVAR AUXILIARES DE DESCARGUE CON ARL AL DIA Y EPP--EN BODEGA MOVILIZAR-----EN EDIFICIO CENTRAL------- XD FACTURA 92350512---… nota este vj va con dos ss S2-355826-S2-355837
";VS-806000;CRY685;1/04/2019 20:00;AC CD TC SUBA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355989;;30/03/2019;1/04/2019;URBANO;SABANETA;BARBOSA;CALDAS-MEDELLIN-BARBOSA CALLE GERMAN ALONSO //  MATERIALES Y CERAMICAS MADEM//MATERIALES Y CERAMICAS MADEM//CALLE GERMAN ALONSO// AC CD HC UNIVENTAS CITA LUNES 01 ABRIL 8 PM 745967 4,2 4;;;1/04/2019 20:00;AC CD HC UNIVENTAS;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-354745;;29/03/2019;30/03/2019;URBANO;GIRARDOTA;MEDELLIN;AC UNIVENTAS CITA 1 DE ABRIL 9:00 PM;;;1/04/2019 21:00;AC CD HC UNIVENTAS;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354930;;29/03/2019;30/03/2019;NACIONAL;SOPO;MEDELLIN;AC UNIVENTAS CITA EL DIA 1 DE ABRIL A LAS 11:00 PM;;;1/04/2019 23:00;AC CD HC UNIVENTAS;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355307;Confirmada;29/03/2019;30/03/2019;CROSSDOCKING TRAMO 1;SOPO;YUMBO;AC CD BODEGA CALI CITA MARTES 02 DE ABRIL 5 AM MULA EN PLANCHA// DESPUES ENTREGAR EN YUMBO;VS-805330;TDM584;2/04/2019 5:00;AC CD BODEGA CALI;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355332;Confirmada;29/03/2019;30/03/2019;NACIONAL;MADRID;MEDELLIN;CITA MATERIALES SU COSNTRUCCION EL DIA 02 DE ABRIL  A LAS 5:00 AM MARTES       CARGAR ESTIBADO LLAMARA A GUSTAVO 3127852316;;;2/04/2019 5:00;MATERIALES SU CONSTRUCCION S.A;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-356008;Confirmada;30/03/2019;30/03/2019;NACIONAL;SABANETA;CARTAGO;OBRA ANGORA CITA LUNES 1 DE ABRIL 6 AM//ARMETALES S.A. (CARTAGO);VS-806073;SNJ799;2/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;SUMICOL;SI;;;;;;;;;;;;;
S2-354083;Confirmada;28/03/2019;29/03/2019;NACIONAL;MADRID;IBAGUE;CITA COEMRCIAL INVERSORA VIERNES 2 DE MARZO AM 3 CLIENTES 2 CIUDADES;VS-804329;SNA267;2/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354098;Confirmada;28/03/2019;29/03/2019;NACIONAL;GIRARDOTA;SOLEDAD;CITA CRITICA  02   ABRIL    06:30   AM COLOMBIANA DE COMERCIO S.A.(BQLL);;;2/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354424;Confirmada;28/03/2019;29/03/2019;NACIONAL;MADRID;CALI;SODIMAC COL. S.A. (CALI NORTE) CITA LUNES 01 DE ABRIL 6 AM // SODIMAC COL. S.A. (CALI SUR) CITA MARTES 02 DE ABRIL 6 AM;;;2/04/2019 6:00;SD CALI NORTE;AUTOSERVICO ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354578;Confirmada;28/03/2019;30/03/2019;NACIONAL;SOPO;CALI;AC CD TC BELALCAZAR CITA MARTES 02 DE ABRIL 6 AM;VS-804548;XIA813;2/04/2019 6:00;AC CD TC ALFONSO LOPEZ;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354810;Confirmada;29/03/2019;1/04/2019;URBANO;SOPO;FUNZA;COLOMBIANA DE COMERCIO S.A.(BOG) - 02 ABRIL CITA 6 AM CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO).VERIFICAR CALIDAD DEL EMPAQUE;;;2/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354811;;29/03/2019;1/04/2019;URBANO;SOPO;FUNZA;COLOMBIANA DE COMERCIO S.A.(BOG) - 02 ABRIL CITA 6 AM CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO).VERIFICAR CALIDAD DEL EMPAQUE;;;2/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354882;Confirmada;29/03/2019;29/03/2019;CROSSDOCKING TRAMO 1;SOPO;YUMBO;SODIMAC COL. S.A. (CALI NORTE) CITA LUNES 01 DE ABRIL 6 AM // CITA EN YUMBO MARTES 02 DE ABRIL 6 AM;VS-804884;TSD075;2/04/2019 6:00;CD YUMBO;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354934;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOPO;GIRARDOTA;CITA PARA CONSTRUIR EL DIA          02 DE ABRIL A LAS 6:00 AM MARTES  CARGUE ESTIBADO/PLANCHA/FRONTAL/ EL RESTO CROOS LA VEGA;VS-805005;TFQ140;2/04/2019 6:00;PARACONSTRUIR;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-354945;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOPO;BARRANQUILLA;AC CD TC CALLE 30: CITA  02.04.2019_06HR;VS-805032;TZR120;2/04/2019 6:00;AC CD TC CALLE 30;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355104;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOACHA;BUCARAMANGA;AC CD CCI PUERTA DEL SOL CITA MARTES 2 ABRIL 6:00 A.M//CHP MATERIALES PARA CONSTRUC CITA MARTES 2 ABRIL 1:00 P.M//MORALES JULIAN//PINZON YERARDINE;VS-805038;TTG582;2/04/2019 6:00;AC CD CCI PUERTA DEL SOL;ALMACENES CORONA;SUMICOL;SI;;;;;;;;;;;;;
S2-355107;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOACHA;BUCARAMANGA;FREDY ALBERTO PLATA COLMENAR//SODIMAC BUCARAMANGA CITA MARTES 2 ABRIL 6:00 A.M//AL DIA //OBRA BOSQUES DEL VENADO;;;2/04/2019 6:00;SD BUCARAMANGA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-355109;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOACHA;ACACIAS;SODIMAC VILLAVO CITA MARTES 2 ABRIL 6:00 A.M//TOTAL CIUDADES 2  TOTAL CLIENTES 9;VS-805043;XAA174;2/04/2019 6:00;SD VILLAVICENCIO ;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-355132;Confirmada;29/03/2019;30/03/2019;URBANO;CALDAS;GIRARDOTA;PLATAFORMA LA VEGA CITA MARTES 02 DE ABRIL 6AM TOTAL 11 ESTIBAS GIRARDOTA SENCILLO SNN609;VS-805285;SNN609;2/04/2019 6:00;CD LA VEGA;#N/A;LOCERIA;SI;;;;;;;;;;;;;
S2-355156;Confirmada;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;BOGOTA;SODIMAC COL. S.A. (DORADO) CITA LUNES 1 DE ABRIL 6 AM//SODIMAC COL. S.A. (SUBA) CITA LUNES 1 DE ABRIL 10 AM//SODIMAC COL. S.A. (CALLE 80) CITA MARTES 6 AM//SODIAMC NORTE CITA MATES 10 AM;VS-805452;SRL570;2/04/2019 6:00;SD CALLE 80;AUTOSERVICO ;CORLANC;SI;;;;;;;;;;;;;
S2-355168;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;PEREIRA;CITA CRITICA  02   ABRIL    6   AM  SODIMAC COL. S.A. (PEREIRA-CARDONA OROZCO OFELIA - PALMAR DEL OTUN;VS-805770;WRD288;2/04/2019 6:00;SD PEREIRA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355172;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;CALI;CITA CRITICA  02   ABRIL    6   AM  SODIMAC COL. S.A. (CALI NORTE)-CONSTRUCTIVAMENTE S.A.S-SAN PASCUAL-TIENDA CERAMICA YO SOY;VS-805377;TPL160;2/04/2019 6:00;SD CALI NORTE;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355181;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;BARRANQUILLA;CITA CRITICA  02   ABRIL    6   AM  SODIMAC COL. S.A. (BARRANQUILLA CR 53)-AC HC 20 DE JULIO - UNIFEL S.A. (BARRANQUILLA);VS-805301;TZO577;2/04/2019 6:00;SD BARRANQUILLA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355200;Confirmada;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;YUMBO;CD YUMBO CITA MARTES 2 DE ABRIL 6 AM;VS-805202;MQE176;2/04/2019 6:00;CD YUMBO;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-355215;Confirmada;29/03/2019;30/03/2019;NACIONAL;SABANETA;SOACHA;CD SOACHA CITA MARTES 2 DE ABRIL 6 AM;VS-805169;SVD448;2/04/2019 6:00;CD SOACHA;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-355226;Confirmada;29/03/2019;30/03/2019;NACIONAL;SABANETA;SOLEDAD;CD SOLEDAD CITA MARTES 2 DE ABRIL 6 AM;VS-805230;SPL099;2/04/2019 6:00;CD SOLEDAD;#N/A;SUMICOL;SI;;;;;;;;;;;;;
S2-355252;Confirmada;29/03/2019;30/03/2019;NACIONAL;RIONEGRO;GALAPA;CD GALAPA CITA MARTES 2 DE ABRIL 6 AM//ENTINTADOS DT NO RELEVANTES 745036;VS-805350;XIE255;2/04/2019 6:00;CD GALAPA;#N/A;CORLANC;SI;;;;;;;;;;;;;
S2-355314;Confirmada;29/03/2019;30/03/2019;NACIONAL;MADRID;FLORENCIA;NEIVA-GARZON-FLORENCIA 9 CITA SODIMAC NEIVA SE ENTREGA EL MARTES 02 DE ABRIL 6 AM Y 4 CLIENTES MAS;VS-805261;SPX718;2/04/2019 6:00;SD NEIVA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355326;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOPO;PALMIRA;BODEGA CERAMICA PALMIRA CITA MARTES 02 DE ABRIL 6 AM //COVAL COMERCIAL S.A. (CALI 2;VS-805464;SNG928;2/04/2019 6:00;BODEGA CERAMICA PALMIRA;#N/A;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355348;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;MONTERIA;CITA CRITICA  02   ABRIL    6   AM   SODIMAC COL. S.A. (MONTERIA)-SAN LORENZO MONTERIA-UNIFEL S.A. (MONTERIA);;;2/04/2019 6:00;SD MONTERIA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355356;Confirmada;29/03/2019;30/03/2019;NACIONAL;GIRARDOTA;CHINCHINA;CITA CRITICA  02   ABRIL    6   AM  SODIMAC COL. S.A. (MANIZALES)-ARMETALES S.A. (CHINCHINA);VS-805379;TPK776;2/04/2019 6:00;SD MANIZALES;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355557;Confirmada;29/03/2019;30/03/2019;NACIONAL;SOACHA;VILLANUEVA;SODIMAC COL. S.A. (VILLAVICE CITA MARTES 2 ABRIL 6:00 A.M//RODRIGUEZ RAMIREZ ANGELICA ROXANA;;;2/04/2019 6:00;SD VILLAVICENCIO ;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-355823;Confirmada;30/03/2019;31/03/2019;NACIONAL;GIRARDOTA;BARRANQUILLA;CITA CRITICA  02   ABRIL    6   AM  SODIMAC COL S.A. (BARRANQUILLA CLL 30)-DISTRIBUCIONES DIAZ RAMOS S.-UNIFEL S.A. (BARRANQUILLA)-EXPOCONSTRUCCION 43 Y CIA;;;2/04/2019 6:00;SD BARRANQUILLA;AUTOSERVICO ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355830;Confirmada;30/03/2019;31/03/2019;NACIONAL;GIRARDOTA;RIOHACHA;CITA   02   ABRIL    6   AM MAXCERAMICA AGUACHICA-NAVARRO GUERRERO DORA CECILIA-MAXCERAMICA KENNEDY VALLEDUPAR-UNIFEL S.A. (VALLEDUPAR)-MAXICASSA S.A.S. (MAX RIOACHA)DISTRIMATERIALES RIOHACHA;;;2/04/2019 6:00;MAXCERAMICA;DETALLISTA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-354824;Confirmada;29/03/2019;29/03/2019;NACIONAL;MADRID;CUCUTA;LUNES 1 DE ABRIL ENTREGAR FERRETERIA GONZALEZ Y CIA LTDA--EL MARTES 05 DE ABRIL AC CD CCI CUCUTA CITA 6 AM--LOS OTROS CLIENTES ANTES DE LAS 12 M PISOS Y GRES LTDA SAN LUIS-LA TIENDA DEL CONSTRUCTOR S.A.S-MA PENALOSA Y CIA LTDA;VS-804799;WNL195;2/04/2019 6:00;AC CD CCI PUERTA DEL SOL;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355832;Confirmada;30/03/2019;31/03/2019;NACIONAL;GIRARDOTA;ARMENIA;CITA   02   ABRIL    6   AM ALMACEN SANITARIO EJE CAFETERO(DOS) - CARDONA OROZCO OFELIA-NORBERTO ZULUAGA BETANCURT-AMBAR-ARMETALES SA (ARMENIA)-VALPARAISO;VS-806120;WLR592;2/04/2019 6:00;ALMACEN SANITARIO S.A.S;MAYORISTA ;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355833;Confirmada;30/03/2019;31/03/2019;NACIONAL;GIRARDOTA;CALI;CITA   02   ABRIL    6   AM  AC CD TC BELALCAZAR-CESAR AUGUSTO REY DURAN-LEIDY JOHANNA VARGAS SANCHEZ;VS-805994;SON992;2/04/2019 6:00;AC CD TC BELALCAZAR;ALMACENES CORONA;BAÑOS y COCINAS;SI;;;;;;;;;;;;;
S2-355876;Confirmada;30/03/2019;1/04/2019;CROSSDOCKING TRAMO 2;MADRID;BOGOTA;02  ABR  CITA EN AC17 AC CD TC SANTA LUCIA DE 5 AM A 6 AM EN PLANCHON;VS-805973;SRL658;2/04/2019 6:00;AC CD TC SANTA LUCIA;ALMACENES CORONA;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355882;Confirmada;30/03/2019;1/04/2019;URBANO;MADRID;FUNZA;02 ABR  CITA CRITICA 6 AM  EN (8000007847) COLOMBIANA DE COMERCIO S.A.  CARGUE  FRONTAL Y EN PLANCHON (ESTIBADO). NOTA CADA ORDEN DE COMPRA SE DEBE GENERAR UNA FACTURA PARA ESTA CLIENTE;VS-805938;SYU098;2/04/2019 6:00;COLOMBIANA DE COMERCIO S.A.;MAYORISTA ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355917;Confirmada;30/03/2019;30/03/2019;NACIONAL;SABANETA;PEREIRA;OBRA TORRE EPIC CITA MARTES  2 DE ABRIL 6 AM OJO CITA MARTES NO SE PEUDE PRRSENTAR ANTES YA ESTAN LAS MALLAS POR DIA;VS-805941;SWX228;2/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;SUMICOL;SI;;;;;;;;;;;;;
S2-355929;Confirmada;30/03/2019;30/03/2019;NACIONAL;MADRID;CALI;SODIMAC COL. S.A. (CALI NORTE) CITA LUNES 01 DE ABRIL 6 AM // ALMACEN CENTRO ACABADOS SAS CITA MARTES 02 DE ABRIL 6 AM  MULA CARROZADA;VS-806096;TEK541;2/04/2019 6:00;PRODIVERSO;CONTRUCTOR ;REVESTIMIENTO;SI;;;;;;;;;;;;;
S2-355978;Confirmada;30/03/2019;30/03/2019;NACIONAL;SOACHA;CUCUTA;SODIMAC TUNJA CITA MARTES 2 ABRIL 6:00 A.M//AC CD CCI CUCUTA//PISOS Y GRES LTDA SAN LUIS//CENTROMATERIALES GARCIA Y DI;VS-805989;VKJ754;2/04/2019 6:00;SD TUNJA;AUTOSERVICO ;SUMICOL;SI;;;;;;;;;;;;;
S2-355982;Confirmada;30/03/2019;30/03/2019;URBANO;SOPO;BOGOTA;SD DORADO-SD TINTAL-CERAMIGRES SOACHA-01 DE ABRIL ZONA DE SUEÑOS SD DORAO CITA 6 AM A-SD TINTAL CITA 10 AM--EL OTRO CLIENTE ANTES DE LAS 12 M;VS-806110;SZP119;2/04/2019 6:00;SD TINTAL;AUTOSERVICO ;REVESTIMIENTO;si;;;;;;;;;;;;;
